county,precinct,office,district,party,candidate,total_votes
Butts,,Governor,,Libertarian,Shane Hazel,52
Butts,,Lieutenant Governor,,Republican,Burt Jones,7110
Butts,,Lieutenant Governor,,Democrat,Charlie Bailey,2334
Butts,,Lieutenant Governor,,Libertarian,Ryan Graham,155
Butts,,Secretary of State,,Republican,Brad Raffensperger (I),6906
Butts,,Secretary of State,,Democrat,Bee Nguyen,2336
Butts,,Secretary of State,,Libertarian,Ted Metz,311
Butts,,Attorney General,,Republican,Chris Carr (I),7000
Butts,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",2488
Butts,,Attorney General,,Libertarian,Martin Cowen,113
Butts,,Commissioner of Agriculture,,Republican,Tyler Harper,7071
Butts,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,2347
Butts,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,170
Butts,,Commissioner of Insurance,,Republican,John King (I),7134
Butts,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,2436
Butts,,State School Superintendent,,Republican,Richard Woods (I),7146
Butts,,State School Superintendent,,Democrat,Alisha Thomas Searcy,2439
Butts,,Commissioner of Labor,,Republican,Bruce Thompson,7005
Butts,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",2378
Butts,,Commissioner of Labor,,Libertarian,Emily Anderson,183
Calhoun,,U.S. Senate,,Republican,Herschel Junior Walker,724
Calhoun,,U.S. Senate,,Democrat,Raphael Warnock (I),963
Calhoun,,U.S. Senate,,,Chase Oliver (L),11
Calhoun,,Governor,,Republican,Brian Kemp (I),793
Calhoun,,Governor,,Democrat,Stacey Abrams,919
Calhoun,,Governor,,,Shane Hazel (L),3
Calhoun,,Lieutenant Governor,,Republican,Burt Jones,760
Calhoun,,Lieutenant Governor,,Democrat,Charlie Bailey,897
Calhoun,,Lieutenant Governor,,,Ryan Graham (L),13
Calhoun,,Secretary of State,,Republican,Brad Raffensperger (I),780
Calhoun,,Secretary of State,,Democrat,Bee Nguyen,864
Calhoun,,Secretary of State,,,Ted Metz (L),30
Calhoun,,Attorney General,,Republican,Chris Carr (I),767
Calhoun,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",916
Calhoun,,Attorney General,,,Martin Cowen (L),7
Calhoun,,Commissioner of Agriculture,,Republican,Tyler Harper,772
Calhoun,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,886
Calhoun,,Commissioner of Agriculture,,Independent,David Raudabaugh,21
Calhoun,,Commissioner of Insurance,,Republican,John King (I),778
Calhoun,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,894
Calhoun,,State School Superintendent,,Republican,Richard Woods (I),782
Calhoun,,State School Superintendent,,Democrat,Alisha Thomas Searcy,896
Calhoun,,Commissioner of Labor,,Republican,Bruce Thompson,762
Calhoun,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",899
Calhoun,,Commissioner of Labor,,,Emily Anderson (L),15
Camden,,U.S. Senate,,Republican,Herschel Junior Walker,11698
Camden,,U.S. Senate,,Democrat,Raphael Warnock (I),5758
Camden,,U.S. Senate,,,Chase Oliver (L),417
Camden,,Governor,,Republican,Brian Kemp (I),12494
Camden,,Governor,,Democrat,Stacey Abrams,5264
Camden,,Governor,,,Shane Hazel (L),187
Camden,,Lieutenant Governor,,Republican,Burt Jones,12116
Camden,,Lieutenant Governor,,Democrat,Charlie Bailey,5267
Camden,,Lieutenant Governor,,,Ryan Graham (L),395
Camden,,Secretary of State,,Republican,Brad Raffensperger (I),12291
Camden,,Secretary of State,,Democrat,Bee Nguyen,4837
Camden,,Secretary of State,,,Ted Metz (L),605
Camden,,Attorney General,,Republican,Chris Carr (I),12152
Camden,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",5337
Camden,,Attorney General,,,Martin Cowen (L),324
Camden,,Commissioner of Agriculture,,Republican,Tyler Harper,12136
Camden,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,5166
Camden,,Commissioner of Agriculture,,,David Raudabaugh (L),443
Camden,,Commissioner of Insurance,,Republican,John King (I),12436
Camden,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,5285
Camden,,State School Superintendent,,Republican,Richard Woods (I),12456
Camden,,State School Superintendent,,Democrat,Alisha Thomas Searcy,5297
Camden,,Commissioner of Labor,,Republican,Bruce Thompson,12071
Camden,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",5145
Camden,,Commissioner of Labor,,,Emily Anderson (L),500
Candler,,U.S. Senate,,Republican,Herschel Junior Walker,2552
Candler,,U.S. Senate,,Democrat,Raphael Warnock (I),950
Candler,,U.S. Senate,,Libertarian,Chase Oliver,51
Candler,,Governor,,Republican,Brian Kemp (I),2666
Candler,,Governor,,Democrat,Stacey Abrams,885
Candler,,Governor,,Libertarian,Shane Hazel,11
Candler,,Lieutenant Governor,,Republican,Burt Jones,2619
Candler,,Lieutenant Governor,,Democrat,Charlie Bailey,868
Candler,,Lieutenant Governor,,Libertarian,Ryan Graham,39
Candler,,Secretary of State,,Republican,Brad Raffensperger (I),2603
Candler,,Secretary of State,,Democrat,Bee Nguyen,832
Candler,,Secretary of State,,Libertarian,Ted Metz,76
Candler,,Attorney General,,Republican,Chris Carr (I),2602
Candler,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",897
Candler,,Attorney General,,Libertarian,Martin Cowen,30
Candler,,Commissioner of Agriculture,,Republican,Tyler Harper,2650
Candler,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,850
Candler,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,32
Candler,,Commissioner of Insurance,,Republican,John King (I),2636
Candler,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,882
Candler,,State School Superintendent,,Republican,Richard Woods (I),2660
Candler,,State School Superintendent,,Democrat,Alisha Thomas Searcy,862
Candler,,Commissioner of Labor,,Republican,Bruce Thompson,2615
Candler,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",868
Candler,,Commissioner of Labor,,Libertarian,Emily Anderson,45
Carroll,,U.S. Senate,,Republican,Herschel Junior Walker,29838
Carroll,,U.S. Senate,,Democrat,Raphael Warnock (I),12582
Carroll,,U.S. Senate,,Libertarian,Chase Oliver,1087
Carroll,,Governor,,Republican,Brian Kemp (I),32095
Carroll,,Governor,,Democrat,Stacey Abrams,11258
Carroll,,Governor,,Libertarian,Shane Hazel,374
Carroll,,Lieutenant Governor,,Republican,Burt Jones,30860
Carroll,,Lieutenant Governor,,Democrat,Charlie Bailey,11504
Carroll,,Lieutenant Governor,,Libertarian,Ryan Graham,996
Carroll,,Secretary of State,,Republican,Brad Raffensperger (I),30961
Carroll,,Secretary of State,,Democrat,Bee Nguyen,10814
Carroll,,Secretary of State,,Libertarian,Ted Metz,1525
Carroll,,Attorney General,,Republican,Chris Carr (I),31161
Carroll,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",11621
Carroll,,Attorney General,,Libertarian,Martin Cowen,675
Carroll,,Commissioner of Agriculture,,Republican,Tyler Harper,31637
Carroll,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,10815
Carroll,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,927
Carroll,,Commissioner of Insurance,,Republican,John King (I),31907
Carroll,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,11336
Carroll,,State School Superintendent,,Republican,Richard Woods (I),31953
Carroll,,State School Superintendent,,Democrat,Alisha Thomas Searcy,11347
Carroll,,Commissioner of Labor,,Republican,Bruce Thompson,31172
Carroll,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",11004
Carroll,,Commissioner of Labor,,Libertarian,Emily Anderson,1118
Catoosa,,U.S. Senate,,Republican,Herschel Junior Walker,18562
Catoosa,,U.S. Senate,,Democrat,Raphael Warnock (I),5282
Catoosa,,U.S. Senate,,Libertarian,Chase Oliver,558
Catoosa,,Governor,,Republican,Brian Kemp (I),20009
Catoosa,,Governor,,Democrat,Stacey Abrams,4255
Catoosa,,Governor,,Libertarian,Shane Hazel,239
Catoosa,,Lieutenant Governor,,Republican,Burt Jones,19278
Catoosa,,Lieutenant Governor,,Democrat,Charlie Bailey,4583
Catoosa,,Lieutenant Governor,,Libertarian,Ryan Graham,496
Catoosa,,Secretary of State,,Republican,Brad Raffensperger (I),19522
Catoosa,,Secretary of State,,Democrat,Bee Nguyen,3904
Catoosa,,Secretary of State,,Libertarian,Ted Metz,822
Catoosa,,Attorney General,,Republican,Chris Carr (I),19255
Catoosa,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",4716
Catoosa,,Attorney General,,Libertarian,Martin Cowen,397
Catoosa,,Commissioner of Agriculture,,Republican,Tyler Harper,19385
Catoosa,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,4349
Catoosa,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,548
Catoosa,,Commissioner of Insurance,,Republican,John King (I),19797
Catoosa,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,4479
Catoosa,,State School Superintendent,,Republican,Richard Woods (I),19826
Catoosa,,State School Superintendent,,Democrat,Alisha Thomas Searcy,4494
Catoosa,,Commissioner of Labor,,Republican,Bruce Thompson,19194
Catoosa,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",4474
Catoosa,,Commissioner of Labor,,Libertarian,Emily Anderson,595
Charlton,,U.S. Senate,,Republican,Herschel Junior Walker,2552
Charlton,,U.S. Senate,,Democrat,Raphael Warnock (I),780
Charlton,,U.S. Senate,,,Chase Oliver (L),55
Charlton,,Governor,,Republican,Brian Kemp (I),2654
Charlton,,Governor,,Democrat,Stacey Abrams,728
Charlton,,Governor,,,Shane Hazel (L),23
Charlton,,Lieutenant Governor,,Republican,Burt Jones,2583
Charlton,,Lieutenant Governor,,Democrat,Charlie Bailey,720
Charlton,,Lieutenant Governor,,,Ryan Graham (L),46
Charlton,,Secretary of State,,Republican,Brad Raffensperger (I),2576
Charlton,,Secretary of State,,Democrat,Bee Nguyen,663
Charlton,,Secretary of State,,,Ted Metz (L),83
Charlton,,Attorney General,,Republican,Chris Carr (I),2603
Charlton,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",717
Charlton,,Attorney General,,,Martin Cowen (L),41
Charlton,,Commissioner of Agriculture,,Republican,Tyler Harper,2624
Charlton,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,685
Charlton,,Commissioner of Agriculture,,,David Raudabaugh (L),40
Charlton,,Commissioner of Insurance,,Republican,John King (I),2630
Charlton,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,716
Charlton,,State School Superintendent,,Republican,Richard Woods (I),2631
Charlton,,State School Superintendent,,Democrat,Alisha Thomas Searcy,718
Charlton,,Commissioner of Labor,,Republican,Bruce Thompson,2589
Charlton,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",710
Charlton,,Commissioner of Labor,,,Emily Anderson (L),56
Chatham,,U.S. Senate,,Republican,Herschel Junior Walker,41189
Chatham,,U.S. Senate,,Democrat,Raphael Warnock (I),62996
Chatham,,U.S. Senate,,Libertarian,Chase Oliver,1816
Chatham,,Governor,,Republican,Brian Kemp (I),46593
Chatham,,Governor,,Democrat,Stacey Abrams,58978
Chatham,,Governor,,Libertarian,Shane Hazel,758
Chatham,,Lieutenant Governor,,Republican,Burt Jones,44010
Chatham,,Lieutenant Governor,,Democrat,Charlie Bailey,58457
Chatham,,Lieutenant Governor,,Libertarian,Ryan Graham,2518
Chatham,,Secretary of State,,Republican,Brad Raffensperger (I),47588
Chatham,,Secretary of State,,Democrat,Bee Nguyen,54903
Chatham,,Secretary of State,,Libertarian,Ted Metz,2661
Chatham,,Attorney General,,Republican,Chris Carr (I),44489
Chatham,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",59020
Chatham,,Attorney General,,Libertarian,Martin Cowen,1747
Chatham,,Commissioner of Agriculture,,Republican,Tyler Harper,45297
Chatham,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,56917
Chatham,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,2502
Chatham,,Commissioner of Insurance,,Republican,John King (I),46546
Chatham,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,57968
Chatham,,State School Superintendent,,Republican,Richard Woods (I),46940
Chatham,,State School Superintendent,,Democrat,Alisha Thomas Searcy,57875
Chatham,,Commissioner of Labor,,Republican,Bruce Thompson,44267
Chatham,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",57247
Chatham,,Commissioner of Labor,,Libertarian,Emily Anderson,3038
Chattahoochee,,U.S. Senate,,Republican,Herschel Junior Walker,538
Chattahoochee,,U.S. Senate,,Democrat,Raphael Warnock (I),453
Chattahoochee,,U.S. Senate,,Libertarian,Chase Oliver,24
Chattahoochee,,Governor,,Republican,Brian Kemp (I),583
Chattahoochee,,Governor,,Democrat,Stacey Abrams,427
Chattahoochee,,Governor,,Libertarian,Shane Hazel,10
Chattahoochee,,Lieutenant Governor,,Republican,Burt Jones,562
Chattahoochee,,Lieutenant Governor,,Democrat,Charlie Bailey,417
Chattahoochee,,Lieutenant Governor,,Libertarian,Ryan Graham,14
Chattahoochee,,Secretary of State,,Republican,Brad Raffensperger (I),572
Chattahoochee,,Secretary of State,,Democrat,Bee Nguyen,406
Chattahoochee,,Secretary of State,,Libertarian,Ted Metz,20
Chattahoochee,,Attorney General,,Republican,Chris Carr (I),562
Chattahoochee,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",426
Chattahoochee,,Attorney General,,Libertarian,Martin Cowen,13
Chattahoochee,,Commissioner of Agriculture,,Republican,Tyler Harper,577
Chattahoochee,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,403
Chattahoochee,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,19
Chattahoochee,,Commissioner of Insurance,,Republican,John King (I),578
Chattahoochee,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,419
Chattahoochee,,State School Superintendent,,Republican,Richard Woods (I),573
Chattahoochee,,State School Superintendent,,Democrat,Alisha Thomas Searcy,425
Chattahoochee,,Commissioner of Labor,,Republican,Bruce Thompson,558
Chattahoochee,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",417
Chattahoochee,,Commissioner of Labor,,Libertarian,Emily Anderson,23
Chattooga,,U.S. Senate,,Republican,Herschel Junior Walker,5977
Chattooga,,U.S. Senate,,Democrat,Raphael Warnock (I),1514
Chattooga,,U.S. Senate,,Libertarian,Chase Oliver,172
Chattooga,,Governor,,Republican,Brian Kemp (I),6471
Chattooga,,Governor,,Democrat,Stacey Abrams,1192
Chattooga,,Governor,,Libertarian,Shane Hazel,49
Chattooga,,Lieutenant Governor,,Republican,Burt Jones,6150
Chattooga,,Lieutenant Governor,,Democrat,Charlie Bailey,1315
Chattooga,,Lieutenant Governor,,Libertarian,Ryan Graham,141
Chattooga,,Secretary of State,,Republican,Brad Raffensperger (I),6208
Chattooga,,Secretary of State,,Democrat,Bee Nguyen,1164
Chattooga,,Secretary of State,,Libertarian,Ted Metz,225
Chattooga,,Attorney General,,Republican,Chris Carr (I),6216
Chattooga,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1318
Chattooga,,Attorney General,,Libertarian,Martin Cowen,96
Chattooga,,Commissioner of Agriculture,,Republican,Tyler Harper,6283
Chattooga,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1205
Chattooga,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,133
Chattooga,,Commissioner of Insurance,,Republican,John King (I),6346
Chattooga,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1259
Chattooga,,State School Superintendent,,Republican,Richard Woods (I),6357
Chattooga,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1267
Chattooga,,Commissioner of Labor,,Republican,Bruce Thompson,6205
Chattooga,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1269
Chattooga,,Commissioner of Labor,,Libertarian,Emily Anderson,139
Cherokee,,U.S. Senate,,Republican,Herschel Junior Walker,80811
Cherokee,,U.S. Senate,,Democrat,Raphael Warnock (I),34987
Cherokee,,U.S. Senate,,Libertarian,Chase Oliver,3833
Cherokee,,Governor,,Republican,Brian Kemp (I),89322
Cherokee,,Governor,,Democrat,Stacey Abrams,29893
Cherokee,,Governor,,Libertarian,Shane Hazel,1159
Cherokee,,Lieutenant Governor,,Republican,Burt Jones,85000
Cherokee,,Lieutenant Governor,,Democrat,Charlie Bailey,31271
Cherokee,,Lieutenant Governor,,Libertarian,Ryan Graham,3284
Cherokee,,Secretary of State,,Republican,Brad Raffensperger (I),86192
Cherokee,,Secretary of State,,Democrat,Bee Nguyen,28267
Cherokee,,Secretary of State,,Libertarian,Ted Metz,4939
Cherokee,,Attorney General,,Republican,Chris Carr (I),85902
Cherokee,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",31320
Cherokee,,Attorney General,,Libertarian,Martin Cowen,2390
Cherokee,,Commissioner of Agriculture,,Republican,Tyler Harper,87150
Cherokee,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,28571
Cherokee,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,3429
Cherokee,,Commissioner of Insurance,,Republican,John King (I),89159
Cherokee,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,29712
Cherokee,,State School Superintendent,,Republican,Richard Woods (I),89226
Cherokee,,State School Superintendent,,Democrat,Alisha Thomas Searcy,29904
Cherokee,,Commissioner of Labor,,Republican,Bruce Thompson,85910
Cherokee,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",29230
Cherokee,,Commissioner of Labor,,Libertarian,Emily Anderson,3715
Clarke,,U.S. Senate,,Republican,Herschel Junior Walker,10810
Clarke,,U.S. Senate,,Democrat,Raphael Warnock (I),28566
Clarke,,U.S. Senate,,Libertarian,Chase Oliver,800
Clarke,,Governor,,Republican,Brian Kemp (I),13091
Clarke,,Governor,,Democrat,Stacey Abrams,26901
Clarke,,Governor,,Libertarian,Shane Hazel,324
Clarke,,Lieutenant Governor,,Republican,Burt Jones,11791
Clarke,,Lieutenant Governor,,Democrat,Charlie Bailey,27124
Clarke,,Lieutenant Governor,,Libertarian,Ryan Graham,941
Clarke,,Secretary of State,,Republican,Brad Raffensperger (I),13609
Clarke,,Secretary of State,,Democrat,Bee Nguyen,25404
Clarke,,Secretary of State,,Libertarian,Ted Metz,913
Clarke,,Attorney General,,Republican,Chris Carr (I),12198
Clarke,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",27053
Clarke,,Attorney General,,Libertarian,Martin Cowen,677
Clarke,,Commissioner of Agriculture,,Republican,Tyler Harper,12973
Clarke,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,25715
Clarke,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,1007
Clarke,,Commissioner of Insurance,,Republican,John King (I),13169
Clarke,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,26420
Clarke,,State School Superintendent,,Republican,Richard Woods (I),14016
Clarke,,State School Superintendent,,Democrat,Alisha Thomas Searcy,25573
Clarke,,Commissioner of Labor,,Republican,Bruce Thompson,12147
Clarke,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",26269
Clarke,,Commissioner of Labor,,Libertarian,Emily Anderson,1232
Clayton,,U.S. Senate,,Republican,Herschel Junior Walker,9450
Clayton,,U.S. Senate,,Democrat,Raphael Warnock (I),73412
Clayton,,U.S. Senate,,Libertarian,Chase Oliver,1090
Clayton,,Governor,,Republican,Brian Kemp (I),11306
Clayton,,Governor,,Democrat,Stacey Abrams,72399
Clayton,,Governor,,Libertarian,Shane Hazel,431
Clayton,,Lieutenant Governor,,Republican,Burt Jones,10447
Clayton,,Lieutenant Governor,,Democrat,Charlie Bailey,70855
Clayton,,Lieutenant Governor,,Libertarian,Ryan Graham,1793
Clayton,,Secretary of State,,Republican,Brad Raffensperger (I),12206
Clayton,,Secretary of State,,Democrat,Bee Nguyen,69750
Clayton,,Secretary of State,,Libertarian,Ted Metz,1362
Clayton,,Attorney General,,Republican,Chris Carr (I),10793
Clayton,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",71383
Clayton,,Attorney General,,Libertarian,Martin Cowen,1291
